"","Sensitivity","Specificity","Accuracy","F.Measure","Kappa","WindowSize","Region"
"42",0.895437262357414,0.712927756653992,0.804182509505703,0.820557491289199,0.608365019011407,39000,"NonCoding"
"43",0.880228136882129,0.42680608365019,0.65351711026616,0.717551336691205,0.307034220532319,4000,"NonCoding"
"44",0.900190114068441,0.72148288973384,0.810836501901141,0.826352530541012,0.621673003802281,40000,"NonCoding"
"45",0.897338403041825,0.723384030418251,0.810361216730038,0.825535636204635,0.620722433460076,41000,"NonCoding"
"46",0.895437262357414,0.728136882129278,0.811787072243346,0.826315789473684,0.623574144486692,42000,"NonCoding"
"47",0.897338403041825,0.722433460076046,0.809885931558935,0.825174825174825,0.619771863117871,43000,"NonCoding"
"48",0.900190114068441,0.720532319391635,0.810361216730038,0.825992150021806,0.620722433460076,44000,"NonCoding"
"49",0.899239543726236,0.720532319391635,0.809885931558935,0.825479930191972,0.619771863117871,45000,"NonCoding"
"50",0.899239543726236,0.725285171102662,0.812262357414449,0.827284652383035,0.624524714828897,46000,"NonCoding"
"51",0.900190114068441,0.725285171102662,0.812737642585551,0.827797202797203,0.625475285171103,47000,"NonCoding"
"52",0.901140684410646,0.718631178707224,0.809885931558935,0.825783972125436,0.619771863117871,48000,"NonCoding"
"53",0.902091254752852,0.722433460076046,0.812262357414449,0.827736589620584,0.624524714828897,49000,"NonCoding"
"54",0.606463878326996,0.423954372623574,0.515209125475285,0.555749128919861,0.0304182509505704,50,"NonCoding"
"55",0.903041825095057,0.203422053231939,0.553231939163498,0.669014084507042,0.106463878326996,500,"NonCoding"
"56",0.88212927756654,0.430608365019011,0.656368821292776,0.719658782473827,0.312737642585551,5000,"NonCoding"
"57",0.901140684410646,0.717680608365019,0.809410646387833,0.82542446669569,0.618821292775665,50000,"NonCoding"
"58",0.892585551330799,0.755703422053232,0.824144486692015,0.835409252669039,0.64828897338403,55000,"NonCoding"
"59",0.888783269961977,0.436311787072243,0.66254752851711,0.724806201550388,0.325095057034221,6000,"NonCoding"
"60",0.906844106463878,0.752851711026616,0.829847908745247,0.842012356575463,0.659695817490494,60000,"NonCoding"
"61",0.909695817490494,0.749049429657795,0.829372623574145,0.842058952925649,0.658745247148289,65000,"NonCoding"
"62",0.89638783269962,0.272813688212928,0.584600760456274,0.683333333333333,0.169201520912547,700,"NonCoding"
"63",0.881178707224335,0.459125475285171,0.670152091254753,0.727629513343799,0.340304182509506,7000,"NonCoding"
"64",0.899239543726236,0.786121673003802,0.842680608365019,0.851102114260009,0.685361216730038,70000,"NonCoding"
"65",0.903992395437262,0.790874524714829,0.847433460076046,0.855600539811066,0.694866920152091,75000,"NonCoding"
"66",0.866920152091255,0.48574144486692,0.676330798479088,0.72814371257485,0.352661596958175,8000,"NonCoding"
"67",0.906844106463878,0.781368821292776,0.844106463878327,0.853309481216458,0.688212927756654,80000,"NonCoding"
"68",0.907794676806084,0.771863117870722,0.839828897338403,0.850022251891411,0.679657794676806,85000,"NonCoding"
"69",0.865969581749049,0.499049429657795,0.682509505703422,0.731726907630522,0.365019011406844,9000,"NonCoding"
"70",0.918250950570342,0.774714828897338,0.84648288973384,0.856762749445676,0.692965779467681,90000,"NonCoding"
"71",0.908745247148289,0.814638783269962,0.861692015209126,0.867907399001362,0.723384030418251,95000,"NonCoding"
